행정동,면적(㎢),총생활인구수,남자15세부터19세생활인구수,남자20세부터24세생활인구수,남자25세부터29세생활인구수,남자30세부터34세생활인구수,남자35세부터39세생활인구수,남자40세부터44세생활인구수,남자45세부터49세생활인구수,남자50세부터54세생활인구수,남자55세부터59세생활인구수,남자60세부터64세생활인구수,남자65세부터69세생활인구수_x,남자70세이상생활인구수_x,여자15세부터19세생활인구수,여자20세부터24세생활인구수,여자25세부터29세생활인구수,여자30세부터34세생활인구수,여자35세부터39세생활인구수,여자40세부터44세생활인구수,여자45세부터49세생활인구수,여자50세부터54세생활인구수,여자55세부터59세생활인구수,여자60세부터64세생활인구수,여자65세부터69세생활인구수_x,여자70세이상생활인구수_x,총 노인 인구수,남자65세부터69세생활인구수_y,남자70세이상생활인구수_y,여자65세부터69세생활인구수_y,여자70세이상생활인구수_y,노인_의료복지시설수,노인_주거복지시설수,장애인_생산품판매시설수,장애인_의료재활시설수,장애인_지역사회재활시설수,장애인_직업재활시설수,노인_여가복지시설수,노인_일자리지원기관수,노인교실수,경로당수,총시설수
사직동,1.23,11181.7368,156.149,260.2544,369.7153,482.5187,610.0331,559.973,666.2281,596.1333,531.0057,367.2593,229.176,524.7041,192.571,428.0304,431.3879,478.6123,642.7979,640.1903,574.5635,520.1719,511.6647,402.6849,222.5025,783.4095,1759.7921,229.176,524.7041,222.5025,783.4095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0
삼청동,1.49,3955.7911,510.7616,490.0317,163.5711,116.3161,178.9498,153.8093,197.1016,133.5461,143.1073,96.7916,53.2712,204.3923,48.1991,73.2776,102.4712,104.7454,157.7729,158.1419,131.5682,154.1532,106.6664,105.1747,104.8353,267.1355,629.6343,53.2712,204.3923,104.8353,267.1355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
부암동,2.27,10231.3793,367.8615,336.5307,286.5032,255.2289,301.2674,436.6127,415.8513,416.5901,415.4364,335.005,230.4887,598.2749,376.9768,382.3429,351.745,333.8956,454.7673,561.1088,595.8828,465.7312,597.229,392.4366,355.3054,968.3071,2152.3761,230.4887,598.2749,355.3054,968.3071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0
평창동,8.87,17295.1528,599.9309,663.4204,402.1189,395.5647,445.3685,624.0556,695.3371,816.218,703.947,711.2365,492.5162,980.7207,569.612,486.3574,467.8513,468.2588,655.2711,834.9704,1054.6301,935.6597,996.2816,859.4318,628.4349,1807.9592,3909.631,492.5162,980.7207,628.4349,1807.9592,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,18.0
무악동,0.36,5914.8541,173.7804,169.006,154.3427,161.6471,186.8454,284.1847,240.9396,275.6905,271.2864,199.8382,159.036,354.6413,261.2188,240.3162,204.6801,207.3606,269.5134,282.8124,325.571,282.9544,243.621,245.6683,208.6139,511.2857,1233.5769,159.036,354.6413,208.6139,511.2857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0
교남동,0.35,5748.7078,122.5879,160.5753,176.1116,195.1603,227.6445,277.4902,312.4822,284.2104,266.8862,164.837,144.903,238.0475,168.1894,246.9939,216.3377,245.9942,295.456,326.3973,300.768,268.6936,278.3144,239.4372,156.0495,435.1405,974.1405,144.903,238.0475,156.0495,435.1405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,8.0
가회동,0.54,3229.6829,61.0919,55.5399,74.2385,106.564,162.5706,168.9878,163.421,168.6654,169.5493,102.3157,57.346,171.213,70.9409,89.1676,98.1561,107.009,136.8228,152.5486,187.2332,173.683,185.305,137.8441,94.3366,335.1329,658.0285,57.346,171.213,94.3366,335.1329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0
종로1.2.3.4가동,2.35,28094.7355,439.719,1406.2359,1846.1719,1582.4439,1882.2302,1602.4118,1712.616,1679.0768,1314.9452,899.5632,572.3621,1036.3523,685.2172,1908.2089,1406.0387,1116.2676,1257.2119,882.0571,1054.8829,784.0292,737.9177,629.2578,438.7371,1220.7811,3268.2326,572.3621,1036.3523,438.7371,1220.7811,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,5.0
종로5.6가동,0.6,7972.8141,222.5352,340.6744,404.8475,353.1284,407.672,379.7455,409.5367,324.3226,378.7469,296.6163,227.0992,313.4486,180.2063,593.5566,455.6292,309.4796,305.6635,248.9169,198.0606,309.1989,305.2821,290.1619,188.838,529.4472,1258.833,227.0992,313.4486,188.838,529.4472,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,3.0,8.0
이화동,0.78,28208.9365,431.2967,1339.0206,1188.0791,1266.8242,1590.4374,1561.2254,1258.3634,1021.2245,949.457,601.9112,342.4946,802.3022,876.7569,1786.3932,1927.2698,1571.7923,1858.1853,1545.796,1380.9276,1151.6772,1027.7211,784.7365,541.4982,1403.5461,3089.8411,342.4946,802.3022,541.4982,1403.5461,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,8.0
혜화동,1.12,29192.9834,1656.8239,2950.398,1797.2949,776.8355,791.9598,682.8026,797.511,795.2836,840.6337,503.2528,359.6073,776.1149,1897.0355,4922.2088,1982.1228,866.2548,852.2111,816.7697,989.3151,891.8426,782.5929,651.5127,478.6773,1333.9221,2948.3216,359.6073,776.1149,478.6773,1333.9221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,7.0
창신1동,0.31,8970.8119,102.0451,293.2934,309.486,314.9828,441.7728,483.0803,523.6617,385.6241,437.5154,368.3479,255.4674,448.1799,84.3655,450.3272,317.79,304.8091,329.352,316.4966,496.2756,522.7948,537.2987,405.8511,300.3862,541.6083,1545.6418,255.4674,448.1799,300.3862,541.6083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0
창신2동,0.26,6901.5767,141.3965,282.9152,261.0155,203.6427,166.2557,246.6311,201.1838,287.0065,432.9063,372.9811,240.3569,429.2198,133.6179,382.8221,236.0101,197.9804,278.1617,179.6129,201.5153,311.9313,458.9501,365.5595,263.2947,626.6096,1559.481,240.3569,429.2198,263.2947,626.6096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
창신3동,0.23,3944.2521,73.6115,133.8758,116.7967,121.0805,161.731,183.7169,166.694,189.0634,196.0279,182.6795,107.9036,231.063,96.9536,135.6477,153.7509,176.2361,193.2263,152.9159,150.0767,139.2876,214.0615,195.1112,116.3372,356.4036,811.7074,107.9036,231.063,116.3372,356.4036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0
숭인1동,0.23,7043.7798,117.5172,253.8617,279.6477,275.9467,346.263,308.4311,296.8982,333.7192,326.8145,294.7447,184.6747,447.3072,105.0797,366.0143,326.4149,277.7451,302.2124,261.2769,239.5353,240.2304,317.2325,264.1816,200.4883,677.5425,1510.0127,184.6747,447.3072,200.4883,677.5425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0
숭인2동,0.35,10690.3299,110.5178,392.1718,574.5091,518.8663,522.1197,354.549,403.6531,399.7028,433.5356,348.7606,243.9578,459.9426,178.0001,1085.7862,970.619,587.0879,515.7869,341.6125,338.2499,335.9065,393.7605,330.6258,208.7456,641.8628,1554.5088,243.9578,459.9426,208.7456,641.8628,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,5.0,8.0
청운효자동,2.57,12790.5501,438.254,439.5471,441.5872,447.7214,514.7986,498.7933,693.2158,599.8469,546.3324,335.3413,215.9447,577.9241,450.6018,300.7384,378.4425,508.3815,696.4344,701.1398,768.9187,714.1397,605.7187,536.0241,340.0591,1040.6446,2174.5725,215.9447,577.9241,340.0591,1040.6446,,,,,,,,,,,
소공동,0.95,6690.4483,32.6211,148.1097,245.615,360.8786,495.3666,536.9422,516.7504,500.4099,338.8393,161.8448,110.2343,148.3599,621.1367,184.7432,263.1979,283.2874,353.9989,323.837,344.3942,186.1723,184.6998,128.6979,59.9564,160.3548,478.9054,110.2343,148.3599,59.9564,160.3548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
회현동,0.84,8584.4706,113.3144,168.4046,286.0232,411.8428,544.1266,663.6433,629.1631,558.1755,502.6614,288.2929,201.7398,367.6429,175.3064,279.8112,281.7784,319.2986,379.5039,399.2598,445.6143,339.109,317.6387,276.86,172.8937,462.3661,1204.6425,201.7398,367.6429,172.8937,462.3661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0
명동,0.99,12846.7398,237.8942,561.0644,636.845,648.5704,757.1904,985.8217,972.2788,742.1287,591.0801,386.871,202.9746,322.0475,299.0164,807.5735,696.1605,569.7677,643.165,463.5743,601.0388,407.7428,376.1196,259.6355,180.7289,497.45,1203.201,202.9746,322.0475,180.7289,497.45,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,4.0
필동,1.14,8453.1079,399.6411,660.4554,374.3917,383.1983,415.8682,353.5427,479.9018,393.4963,397.7141,204.4928,141.18,299.2833,309.7745,630.5624,453.8223,319.6934,322.6314,309.3543,301.0501,231.6371,224.0571,164.3488,138.3387,544.6721,1123.4741,141.18,299.2833,138.3387,544.6721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
장충동,1.36,7332.1453,246.1751,833.1837,478.0339,280.1602,310.1231,279.7655,293.0924,246.186,254.8099,170.033,95.1605,248.1004,232.8479,970.3184,399.1277,252.9403,272.545,242.5887,191.986,226.0543,191.6474,161.235,138.3498,317.6811,799.2918,95.1605,248.1004,138.3498,317.6811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
광희동,0.74,15359.9509,364.5553,931.6717,818.2625,781.9573,918.7706,882.2083,717.3588,765.1837,594.6209,447.5725,283.6055,553.172,384.7023,1131.3154,917.2912,715.4448,758.1945,567.1447,616.7771,450.0469,407.3768,412.1787,266.5837,673.9557,1777.3169,283.6055,553.172,266.5837,673.9557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0
을지로동,0.6,7868.0084,76.3324,427.4438,479.177,454.4256,528.8069,493.6788,461.7436,344.9491,396.5723,270.343,151.3061,262.1398,148.2138,596.2201,486.5283,365.4152,430.1643,310.6281,274.6655,232.2711,150.6688,150.0358,101.3534,274.9256,789.7249,151.3061,262.1398,101.3534,274.9256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
신당동,0.55,21455.2208,242.7519,556.1731,1028.705,1143.3525,1582.4753,1340.8573,1242.7347,828.5486,853.6946,610.1542,378.4178,616.3908,182.4395,904.1683,1221.4077,1077.7869,1110.4552,1110.1526,1062.2486,928.3828,1019.6487,759.552,526.9912,1127.7315,2649.5313,378.4178,616.3908,526.9912,1127.7315,1.0,1.0,0.0,0.0,4.0,0.0,3.0,1.0,1.0,19.0,30.0
다산동,0.51,11941.6795,257.1796,375.9348,485.0174,518.7894,576.8059,552.2532,628.326,489.5471,551.2541,334.4416,299.7763,634.9073,241.6361,434.2711,615.1977,610.3553,631.3983,537.2162,502.6797,475.2371,483.7783,439.6457,308.7632,957.2681,2200.7149,299.7763,634.9073,308.7632,957.2681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
약수동,0.48,13059.5144,246.4132,275.7558,327.7897,486.7624,584.715,553.3939,591.2863,509.9457,584.5098,459.4581,338.5318,854.7146,216.8776,353.4598,446.1396,547.4457,701.6971,701.4542,571.142,620.4483,595.0218,533.0113,448.5393,1511.0014,3152.7871,338.5318,854.7146,448.5393,1511.0014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
청구동,0.34,10286.9906,295.479,261.4285,326.8334,430.0064,560.6327,459.3079,377.1948,402.2023,415.2888,274.7468,252.6973,605.7439,220.8413,297.8841,451.7397,511.5448,677.3761,466.4405,413.7351,430.5923,480.4345,399.4263,322.0976,953.3165,2133.8553,252.6973,605.7439,322.0976,953.3165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
신당5동,0.39,5557.644,93.5276,185.7986,221.6081,238.8734,260.9249,242.2023,214.6272,234.8475,229.2549,205.7283,131.5178,290.7124,81.9243,310.8325,334.2391,253.2996,274.717,260.3642,201.5373,233.552,221.592,222.421,153.1486,460.3934,1035.7722,131.5178,290.7124,153.1486,460.3934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0
동화동,0.26,11246.1845,228.2413,301.9502,366.9777,377.344,449.7478,455.0153,494.8882,499.0649,508.0989,446.6248,299.5834,686.2051,210.0622,368.4921,455.1442,451.3586,590.8547,520.4215,468.4288,489.0063,587.7914,514.2401,349.6234,1127.0196,2462.4315,299.5834,686.2051,349.6234,1127.0196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0
황학동,0.33,12105.0056,155.1844,329.8173,462.3843,660.2479,751.8692,614.0396,497.4002,452.2885,458.3743,327.7087,216.4015,545.9445,189.631,596.3392,821.4118,874.9606,765.1797,549.6971,515.5314,345.5397,415.5681,364.8204,342.6638,852.0024,1957.0122,216.4015,545.9445,342.6638,852.0024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0
중림동,0.48,5992.735,140.285,122.4511,188.5763,241.6909,288.104,301.5232,333.3875,322.0858,255.9662,222.5209,126.7403,353.2015,116.5157,189.9489,209.3318,263.8715,379.0211,292.3143,326.5072,260.9159,247.5374,197.9062,120.4391,491.8932,1092.2741,126.7403,353.2015,120.4391,491.8932,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,5.0,7.0
후암동,0.86,12767.6465,385.1108,230.8668,490.4689,593.3237,678.6123,592.7394,619.4485,489.8878,540.4252,424.3279,298.078,590.268,283.887,462.251,586.0264,683.0069,755.4673,627.8887,584.5615,483.4654,525.2225,444.5769,442.9213,954.8143,2286.0816,298.078,590.268,442.9213,954.8143,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.0,7.0
용산2가동,1.96,10260.1998,191.1755,329.5904,526.8212,591.365,633.4806,510.6328,543.3641,377.6966,357.0344,225.0037,194.7708,446.7667,185.0654,364.7871,546.8443,621.6179,621.3184,448.6935,477.0509,347.882,291.7355,315.324,273.2995,838.8795,1753.7165,194.7708,446.7667,273.2995,838.8795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,5.0
남영동,1.19,8388.8053,145.5929,349.041,429.3093,511.022,571.4176,426.6,387.5597,410.1938,422.4232,389.7791,219.6796,379.381,192.9627,433.1389,418.0176,414.5605,382.515,264.3686,306.935,224.4831,287.6429,242.6503,148.6757,430.8558,1178.5921,219.6796,379.381,148.6757,430.8558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0
원효로2동,0.71,14008.1217,293.1307,268.7617,475.3919,616.7829,628.782,685.5105,652.2081,567.7346,660.545,421.9052,288.0024,619.196,335.3703,539.0588,668.4876,776.9344,849.13,764.2007,649.7919,577.878,682.6485,530.7212,393.4454,1062.5039,2363.1477,288.0024,619.196,393.4454,1062.5039,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,7.0,11.0
효창동,0.44,9431.0053,167.4185,217.0737,396.8554,425.9302,509.99,452.9623,467.5734,355.1683,321.3989,271.104,167.3476,345.7042,231.6243,453.7303,527.2553,601.3847,651.171,461.2596,441.2553,379.8948,399.3729,289.5613,241.8677,654.1016,1409.0211,167.3476,345.7042,241.8677,654.1016,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,7.0,15.0
용문동,0.28,8294.7048,185.8463,149.9714,261.6082,360.0997,464.7784,342.0186,401.1712,269.0268,357.0288,267.0502,182.8958,380.5312,170.3108,289.8757,389.0489,490.5184,575.6258,372.7528,370.6322,339.3242,421.7471,338.2351,242.4823,672.1249,1478.0342,182.8958,380.5312,242.4823,672.1249,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.0,7.0
이촌1동,2.86,21591.3701,776.6469,432.0779,472.4469,470.9214,852.5177,1126.9496,1177.0573,965.1672,1005.8978,706.3869,511.0503,1131.6788,660.5715,546.6489,539.6481,653.7305,1197.8839,1350.4248,1467.7435,1162.3587,1087.6692,921.6954,619.8813,1754.3156,4016.926,511.0503,1131.6788,619.8813,1754.3156,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,9.0,13.0
이촌2동,1.22,6602.074,123.8404,161.1236,183.4262,223.3623,395.8286,360.7768,275.61,243.7245,314.0777,258.8536,161.8124,320.2926,98.6385,235.4965,187.2588,299.9373,376.129,307.545,338.6144,238.6082,303.8583,303.8676,233.3176,656.0741,1371.4967,161.8124,320.2926,233.3176,656.0741,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,5.0,8.0
이태원1동,0.57,9341.0256,190.1762,639.6168,668.219,682.5569,719.6183,462.0439,571.1698,296.1153,263.5263,186.1107,143.6664,300.1661,167.1273,592.2609,594.5485,507.68,393.6867,330.8107,309.7666,249.7422,264.3465,190.6417,164.3553,453.0735,1061.2613,143.6664,300.1661,164.3553,453.0735,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,6.0
이태원2동,0.86,10351.184,171.8438,272.3484,432.3325,544.5833,654.2462,736.6267,584.5451,431.1356,317.1312,204.9021,167.6121,412.4001,183.099,341.7888,523.5676,583.7136,753.3753,557.5654,642.6577,391.0618,363.6704,283.1461,231.511,566.3202,1377.8434,167.6121,412.4001,231.511,566.3202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0
서빙고동,2.8,10969.2451,454.1393,340.6686,299.4692,276.5318,435.575,633.3744,650.1304,564.1893,554.8915,413.0731,253.1278,542.5034,337.1861,334.4064,356.9569,318.8796,449.6793,658.936,662.5405,499.067,500.1266,396.4502,272.9025,764.4402,1832.9739,253.1278,542.5034,272.9025,764.4402,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,6.0
보광동,0.71,6442.9478,211.1757,179.9346,187.9123,217.8997,270.9414,271.0361,391.5464,283.9877,320.7781,242.0531,167.2653,340.8784,136.4651,204.5932,194.2532,222.1359,265.989,361.5196,332.952,332.902,292.5761,281.1285,202.4661,530.5583,1241.1681,167.2653,340.8784,202.4661,530.5583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0
청파동,0.91,21037.2792,362.5882,545.4021,1013.3518,1141.6315,1107.1689,757.2685,818.7736,787.2191,717.3205,519.5757,367.6755,659.6343,925.7684,2372.8234,1589.6945,1183.8716,1064.7515,746.2711,770.4844,649.8276,713.3687,624.3554,409.508,1188.9449,2625.7627,367.6755,659.6343,409.508,1188.9449,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.0,7.0
원효로1동,0.59,16709.7949,320.8163,308.7038,591.5245,952.2693,1106.9001,922.7291,865.7241,672.565,611.5896,416.4829,208.2816,508.6133,270.75,766.0385,1039.8322,1294.0506,1475.3032,1024.5865,706.9418,665.832,545.0205,502.9265,273.2236,659.0899,1649.2084,208.2816,508.6133,273.2236,659.0899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,7.0
한강로동,2.9,34337.8632,917.0601,2117.8352,1519.1583,1888.868,2229.5767,2036.2401,1673.542,1323.315,1361.6346,861.1495,547.4895,1054.8444,850.014,1326.6505,1825.2441,2099.8059,2239.8129,1666.0545,1386.2005,1264.5595,1140.0088,909.891,626.2736,1472.6345,3701.242,547.4895,1054.8444,626.2736,1472.6345,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,10.0,14.0
한남동,3.01,19014.4181,302.4001,787.9304,732.7016,863.0045,1236.4666,1230.6554,1104.2397,886.9834,800.4733,549.9481,288.3865,622.898,331.4112,621.3556,744.5155,1030.7583,1264.7872,1270.7454,977.8663,711.6704,714.3789,565.1318,425.7936,949.9163,2286.9944,288.3865,622.898,425.7936,949.9163,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,6.0,9.0
왕십리2동,0.41,15773.001,297.4568,387.4032,595.9695,670.9764,878.2504,747.4129,581.7444,563.5272,564.6761,462.2922,340.0264,580.8768,435.4859,759.9161,825.4344,960.3313,1113.9762,824.234,736.2444,665.4863,649.3424,552.185,405.9164,1173.8363,2500.6559,340.0264,580.8768,405.9164,1173.8363,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,14.0,16.0
마장동,1.05,18155.8349,577.1825,789.4459,791.1626,701.6917,862.4333,777.3148,726.2614,715.6127,702.1381,568.6876,394.5172,810.3431,512.3859,1112.6503,919.5009,839.5622,948.2483,763.1053,677.8173,682.2936,820.6401,594.9256,499.0386,1368.8759,3072.7748,394.5172,810.3431,499.0386,1368.8759,0.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,15.0,21.0
사근동,1.1,23644.6593,1416.3279,3529.4507,2262.3633,882.4749,688.6122,560.956,613.662,469.5046,493.495,342.1883,217.1282,514.4406,1706.7879,3693.475,1763.1849,748.8761,575.5258,459.2291,414.8146,447.2273,472.9168,311.4177,279.1212,781.4792,1792.1692,217.1282,514.4406,279.1212,781.4792,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,9.0
행당1동,0.59,26918.6397,928.5622,1399.6912,1291.9164,1055.5438,1410.5114,1377.6208,1423.8296,997.3251,1086.0964,745.9172,431.7687,774.4345,1133.2202,1994.067,1454.019,1187.2225,1408.9308,1257.933,1231.3594,987.5979,990.1726,720.1931,520.8286,1109.8783,2836.9101,431.7687,774.4345,520.8286,1109.8783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,7.0
행당2동,0.42,17990.5399,484.5257,350.3784,457.394,613.065,898.2164,866.1602,907.898,799.4396,683.7277,508.4049,396.0865,748.8506,531.4663,614.9939,624.9971,844.1759,1108.2253,1090.6101,1129.9188,885.6521,812.3502,653.5246,488.9958,1491.4828,3125.4157,396.0865,748.8506,488.9958,1491.4828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,11.0
응봉동,0.57,11077.2515,403.451,239.5572,261.8861,305.9704,502.0732,534.5313,572.0743,560.1108,458.5296,369.0343,248.111,503.613,386.7065,257.8025,308.8404,365.7414,749.4061,733.0843,692.2589,569.6043,584.3813,354.4914,303.2258,812.7664,1867.7162,248.111,503.613,303.2258,812.7664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0
금호1가동,0.46,12107.0354,292.5928,224.6706,251.5272,346.9819,693.3321,698.0962,746.5016,487.4581,503.8512,335.5351,285.3705,595.9997,229.6882,281.5405,318.0975,569.5033,860.4333,875.4604,760.6439,553.7917,489.081,418.3692,384.0671,904.4423,2169.8796,285.3705,595.9997,384.0671,904.4423,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,8.0
금호4가동,0.84,9406.6762,183.2338,125.7277,224.5522,320.9033,579.5795,527.1648,445.4937,457.7145,417.2465,304.538,212.4369,472.0338,134.9051,221.8053,266.8092,430.568,661.6786,582.2833,504.0251,424.9072,432.4263,384.6994,280.8656,811.0784,1776.4147,212.4369,472.0338,280.8656,811.0784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0
성수1가1동,1.97,12865.2083,227.5956,352.8828,520.2277,623.7194,826.3122,631.4131,643.5075,532.3271,602.6755,445.9438,283.0755,520.7733,191.4841,463.2793,636.0698,731.5936,932.1161,548.104,472.742,563.0272,569.408,525.3427,324.691,696.897,1825.4368,283.0755,520.7733,324.691,696.897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,13.0,15.0
성수1가2동,0.89,15931.5683,312.3089,417.3589,715.9471,804.1253,1097.0184,995.4935,802.9198,660.0192,662.5995,591.2012,376.1022,581.4668,313.204,601.8482,827.6943,899.8283,1086.3885,724.5817,807.0903,537.9377,572.056,463.1983,355.4136,725.7666,2038.7492,376.1022,581.4668,355.4136,725.7666,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,9.0
성수2가1동,1.17,15395.0776,216.082,450.788,708.6555,731.3238,856.9793,727.7879,663.9916,729.2106,854.3174,676.6253,379.0687,563.2994,325.8378,671.5078,768.2824,643.7893,881.1645,539.9099,635.3236,611.3203,740.2124,629.0259,458.6636,931.9106,2332.9423,379.0687,563.2994,458.6636,931.9106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0
성수2가3동,1.03,26046.9778,485.0583,967.5432,1349.4795,1247.3277,1599.4441,1493.5344,1281.8911,1188.8208,1077.9299,644.4054,479.6435,826.5132,733.3597,1396.758,1637.4695,1333.5076,1430.7485,1177.1064,1182.9636,981.1461,1074.5322,723.8489,476.9799,1256.9663,3040.1029,479.6435,826.5132,476.9799,1256.9663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,11.0
송정동,0.75,9753.9093,170.728,538.0201,557.1179,553.9664,518.3088,418.3155,530.1169,329.0486,371.3434,269.2991,236.9558,391.9081,155.1072,589.1698,642.1501,582.8311,495.9776,328.9549,384.981,310.1236,351.7822,254.3226,205.0579,568.3227,1402.2445,236.9558,391.9081,205.0579,568.3227,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,7.0
용답동,2.31,15307.0781,329.9519,698.7811,903.8012,837.8418,990.6519,577.0594,518.8843,697.7931,719.4975,472.2447,352.1153,533.8447,280.0831,827.1078,1090.7809,909.9868,739.4958,559.7389,495.9405,546.9717,557.3466,418.726,306.221,942.2121,2134.3931,352.1153,533.8447,306.221,942.2121,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,6.0
왕십리도선동,0.72,27805.1196,386.5828,742.3428,1259.7024,1167.419,1546.181,1437.9613,1286.1235,1078.0642,995.3986,759.3815,533.81,1052.1116,507.3737,1522.4882,1713.8032,1405.8106,1728.0117,1587.7007,1318.9589,1180.2738,1181.8725,931.8036,671.1077,1810.8363,4067.8656,533.81,1052.1116,671.1077,1810.8363,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,10.0,15.0
금호2.3가동,0.64,19223.962,357.5022,374.9867,536.2041,701.1979,1191.5792,974.4703,975.6618,789.87,783.0099,566.9771,393.107,854.4464,408.9197,542.0332,644.6628,939.8699,1384.3532,1034.8085,1090.3048,887.5928,848.3585,762.583,562.248,1619.215,3429.0164,393.107,854.4464,562.248,1619.215,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,12.0,15.0
옥수동,1.94,22805.3719,458.6463,404.4391,525.2786,717.6901,1308.5155,1314.1782,1263.2706,1055.5717,826.9514,670.4094,511.2078,1025.4269,505.1157,491.4488,657.2662,1033.3151,1753.0867,1548.5611,1409.3166,1141.1176,954.3307,850.6573,706.6817,1672.8888,3916.2052,511.2078,1025.4269,706.6817,1672.8888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,16.0
