행정동,면적(㎢),총생활인구수,청소년인구수,청년인구수,중장년인구수,노인인구수,장애인구수,노인_의료복지시설수,노인_주거복지시설수,노인_여가복지시설수,노인_일자리지원기관수,노인교실수,경로당수,장애인_생산품판매시설수,장애인_의료재활시설수,장애인_지역사회재활시설수,장애인_직업재활시설수,총시설수,인구밀도,노인비율,장애인비율,노인시설수,장애인시설수,시설당_노인수,시설당_장애인수,노인복지점수,장애인복지점수,최종복지점수
휘경1동,0.63,19554.6624,1117.7554,8439.601,7698.114800000001,2299.1912,480.0,0.0,0.0,1.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,8.0,31039.146666666667,11.757764736454874,2.4546575654509892,8.0,0.0,287.3989,,31.97569583943492,26.76523960569563,33.923639797753395
휘경2동,1.05,19558.1268,1353.7255,7469.7129,7782.7269000000015,2951.9615,892.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,11.0,18626.787428571424,15.093273145156214,4.560763968459393,11.0,0.0,268.36013636363634,,32.83084370596282,30.33377658342367,35.4927526149571
용신동,1.61,34601.2817,1417.7316999999998,11207.2729,16659.3114,5316.9657,1611.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,10.0,21491.479316770186,15.366383667804998,4.655896894131526,10.0,0.0,531.69657,,49.2191173067821,43.45187732081677,52.792977970443054
제기동,1.18,27707.5517,1985.2971,10238.9401,10589.3102,4894.0043,1277.0,12.0,0.0,3.0,0.0,3.0,11.0,0.0,0.0,0.0,0.0,29.0,23480.976016949153,17.66307017303156,4.608851817102267,29.0,0.0,168.75876896551722,,50.71611787743283,39.38323573262337,53.156314313657234
전농1동,1.19,31193.8604,2115.8488,9404.2603,14779.9603,4893.791,1517.0,0.0,0.0,1.0,0.0,3.0,11.0,0.0,0.0,0.0,0.0,15.0,26213.328067226892,15.688314742858822,4.863136465148764,15.0,0.0,326.25273333333337,,49.83626064095922,45.353302723687925,53.769661484205336
전농2동,0.86,12691.4965,932.0941,2683.278,6708.7116,2367.4128,823.0,0.0,0.0,2.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,11.0,14757.55406976744,18.65353545974661,6.484656872418474,11.0,0.0,215.21934545454545,,31.488537220837845,31.25781790326908,34.537521332039326
답십리1동,0.81,22533.0901,1066.1353,5643.4574,12561.841300000002,3261.6561,1058.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,12.0,27818.62975308642,14.474961425730065,4.695316955218671,12.0,0.0,271.80467500000003,,39.344894618936216,38.8373951437272,43.12933264622903
답십리2동,0.85,21789.3672,856.0044,4344.9106,12199.0546,4389.3976,1374.0,0.0,0.0,0.0,0.0,1.0,18.0,0.0,0.0,0.0,0.0,19.0,25634.549647058826,20.144676803647606,6.305827917756143,19.0,0.0,231.0209263157895,,52.047035562255324,46.05231534521186,55.85608358804725
장안1동,1.25,33331.5611,1417.4326,8368.4894,18347.0378,5198.6013,1668.0,0.0,0.0,0.0,0.0,2.0,9.0,0.0,0.0,0.0,3.0,14.0,26665.24888,15.59663312619342,5.004266061813708,11.0,3.0,472.60011818181823,556.0,51.83731511360872,48.29133844273397,56.1908261942266
장안2동,1.09,25119.6803,1390.4271,5532.7906,13994.1568,4202.3058,1376.0,4.0,0.0,0.0,0.0,3.0,12.0,0.0,0.0,1.0,2.0,22.0,23045.578256880734,16.72913727329563,5.477776721545298,19.0,3.0,221.1739894736842,458.6666666666667,45.08414488818052,42.6219180949657,49.00091153524786
이문1동,1.04,36931.3591,3543.7658,16685.771500000003,13377.606999999998,3324.2148,684.0,0.0,0.0,0.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,9.0,35510.92221153846,9.001062730994917,1.8520845608414123,9.0,0.0,369.35720000000003,,37.3590644281433,31.298846409364263,39.65843658862601
이문2동,0.69,13761.2869,904.7484,3496.1427000000003,6779.4089,2580.9869,963.0,0.0,0.0,1.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,11.0,19943.894057971014,18.755418143342396,6.997892035809529,11.0,0.0,234.6351727272727,,35.967542166816685,37.76581428413718,39.941092986494134
면목2동,0.73,20108.4391,849.8751,4978.7837,10634.5331,3645.2472,1236.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,6.0,27545.80698630137,18.12794708665378,6.146673015510189,6.0,0.0,607.5412,,46.11454311437262,44.721016004553256,50.38308766463675
면목4동,1.1,15240.1937,622.6952,3376.5543,8111.123799999999,3129.8204,1210.0,0.0,0.0,1.0,0.0,1.0,10.0,0.0,0.0,0.0,0.0,12.0,13854.721545454544,20.53661824521299,7.939531634693068,12.0,0.0,260.8183666666667,,37.957348197957906,40.00488509538089,42.190962048021895
면목5동,0.64,11199.5305,498.7804,2168.3283,6385.0021,2147.4197,619.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,17499.26640625,19.17419395393405,5.527017404881391,5.0,0.0,429.48393999999996,,32.42341888810298,27.600992551582507,34.50657747209963
면목7동,0.87,14913.182,584.9416,3392.2881,7766.452799999999,3169.4995,1019.0,0.0,0.0,1.0,0.0,1.0,11.0,0.0,0.0,0.0,0.0,13.0,17141.588505747128,21.25300623300916,6.832881138311059,13.0,0.0,243.80765384615384,,41.03621566543403,36.54540993943528,44.07237407385255
상봉1동,0.85,14771.9065,681.8803,3144.7379,8174.491199999999,2770.7971,1368.0,0.0,0.0,0.0,0.0,1.0,11.0,0.0,0.0,0.0,0.0,12.0,17378.713529411765,18.757207135043807,9.260822223590436,12.0,0.0,230.89975833333332,,35.61150608309629,47.60673966426688,41.904922546588296
상봉2동,0.68,22302.0994,847.1677,8222.0429,10315.1087,2917.7801,814.0,0.0,0.0,2.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,7.0,32797.204999999994,13.082984017190777,3.6498806027202986,7.0,0.0,416.82572857142856,,38.435624372464495,35.7299665935336,41.61963873715338
중화1동,0.68,16044.226,718.6642,3658.4211,8192.5707,3474.57,899.0,0.0,0.0,2.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,6.0,23594.45,21.656202050507144,5.603261883745592,6.0,0.0,579.095,,47.19605636220583,35.84540216194195,49.273970334279284
중화2동,0.98,23903.8617,881.9399000000001,5419.6153,12772.580000000002,4829.7265,1408.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,24391.6956122449,20.2047960309275,5.890261655923151,4.0,0.0,1207.431625,,54.06399476202825,44.87694858497254,57.34066037752042
묵1동,1.2,24050.1108,1206.1716,5568.6365000000005,12422.9281,4852.3746,1374.0,0.0,0.0,1.0,1.0,1.0,15.0,0.0,0.0,0.0,0.0,18.0,20041.759,20.17610081031311,5.713071392585851,18.0,0.0,269.5763666666667,,51.603761694107796,41.28631824436542,54.368903976780956
묵2동,0.7,16387.3723,721.1157000000001,4385.7972,8371.824,2908.6354,902.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,6.0,23410.531857142858,17.749248303829653,5.504238162697995,6.0,0.0,484.7725666666667,,38.73056545714338,35.5548926096798,41.83598998397707
망우3동,0.99,10707.4132,418.3199,2380.3524,5629.4281,2279.3128,920.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,10815.568888888889,21.28724050735242,8.592177987490013,3.0,0.0,759.7709333333333,,31.950016615616477,35.12780415912928,35.833521587159815
신내1동,2.53,28945.1322,1844.6625,5523.4980000000005,15944.0308,5632.9409,1948.0,0.0,0.0,1.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,23.0,11440.76371541502,19.460753749813588,6.7299744445458085,23.0,0.0,244.91047391304346,,50.37632279643588,47.229847134093475,54.67348188425528
신내2동,0.99,12766.6629,642.9926,2384.5141000000003,6963.082,2776.0742,1448.0,0.0,0.0,2.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,11.0,12895.619090909091,21.744712942957083,11.34203989987078,11.0,0.0,252.3703818181818,,36.76688496032473,50.822374779761915,43.653903899716205
면목본동,1.01,29418.4164,1191.2049,7915.305700000001,15156.488300000005,5155.4175,1648.0,0.0,0.0,1.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,10.0,29127.144950495047,17.524456211042004,5.601933080259208,10.0,0.0,515.54175,,55.45337200551302,50.84255852314488,59.928787506097336
면목3.8동,1.67,20552.3281,762.6384,5218.7299,10445.0239,4125.9359,1260.0,0.0,0.0,2.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,11.0,12306.783293413173,20.075272640280595,6.130692318015301,11.0,0.0,375.08508181818183,,42.51179330149921,35.73232025687206,45.16928010873813
망우본동,2.88,36013.6698,1775.3975,8067.449199999999,19325.7541,6845.069,1993.0,0.0,0.0,3.0,0.0,3.0,13.0,0.0,0.0,0.0,0.0,19.0,12504.746458333335,19.00686333276705,5.534009755373499,19.0,0.0,360.26678947368424,,57.78961150520345,45.867383247147174,60.81338230364346
돈암1동,0.49,11092.5327,666.1601,2255.5037,5818.628199999999,2352.2407,594.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,9.0,22637.821836734693,21.205623310896346,5.3549537879658455,9.0,0.0,261.36007777777775,,39.25177874267092,29.967479142572344,40.99878882693145
돈암2동,0.48,14937.3688,1125.8265,2915.6701000000003,8144.861899999999,2751.0103,669.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,9.0,31119.518333333333,18.416967116725402,4.478700425472524,9.0,0.0,305.6678111111111,,43.1544285875376,34.333869096721536,45.40569521831352
안암동,1.33,25698.5308,3561.3364,13045.731500000002,6688.9899000000005,2402.473,542.0,0.0,0.0,0.0,1.0,1.0,6.0,0.0,0.0,0.0,0.0,8.0,19322.203609022556,9.3486784077166,2.1090699862110407,8.0,0.0,300.309125,,22.668152983878414,19.773705028385102,24.20416158467184
보문동,0.56,14613.8551,653.1042,4337.2321,7178.234700000001,2445.2841,606.0,0.0,0.0,1.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,10.0,26096.16982142857,16.73264229915623,4.146749751200147,10.0,0.0,244.52840999999998,,36.21858807186625,29.530628967772063,38.25686874775953
정릉1동,0.44,12445.9702,960.0836,2295.993,6867.1711,2322.7225,636.0,0.0,0.0,0.0,0.0,1.0,12.0,0.0,0.0,0.0,0.0,13.0,28286.29590909091,18.662446259111242,5.110087761579246,13.0,0.0,178.67096153846154,,39.195220500081724,33.51990378963816,41.77036133415255
정릉2동,1.17,17930.7897,1062.5059,3959.9885,9545.4975,3362.7978,961.0,0.0,0.0,2.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,16.0,15325.461282051285,18.754320675569573,5.359496241261477,16.0,0.0,210.1748625,,37.992630668790525,31.194479198534882,40.185964260751014
정릉3동,3.71,16154.8987,1977.2797,7449.468,4643.7142,2084.4368,614.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,4354.4201347708895,12.902815664204692,3.8007047360810753,5.0,0.0,416.88736,,16.400377112421403,15.566580405962005,17.774752749549602
정릉4동,3.13,16858.0246,1289.1308,3839.6626,8308.285899999999,3420.9453,1045.0,0.0,0.0,0.0,0.0,1.0,11.0,0.0,0.0,0.0,0.0,12.0,5385.9503514377,20.29268186024595,6.198828301626751,12.0,0.0,285.078775,,34.430340764226486,28.317977763606198,36.41965858467619
길음1동,0.79,31504.8763,3240.2462,5306.9915,18176.2021,4781.4365,1007.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,15.0,39879.590253164555,15.176814073064618,3.1963305947022556,15.0,0.0,318.7624333333333,,56.557598315690974,42.02825097963983,58.85361164599175
길음2동,0.58,15744.7761,1179.761,3065.3723,8757.149000000001,2742.4938,750.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,7.0,27146.165689655172,17.41843632822445,4.7634846963622435,7.0,0.0,391.7848285714286,,39.505072616689205,33.80429808101587,42.105859524635605
월곡1동,0.81,25615.3185,2230.5388000000003,5398.6564,13592.6107,4393.5126,1110.0,0.0,0.0,0.0,0.0,1.0,10.0,0.0,0.0,0.0,0.0,11.0,31623.85,17.151895261423356,4.333344518046887,11.0,0.0,399.4102363636364,,51.82899731843686,41.151530805940794,54.53387161187012
월곡2동,1.36,19896.9426,1276.9704,6011.6916,9033.3551,3574.9255,866.0,0.0,0.0,1.0,0.0,1.0,10.0,0.0,0.0,0.0,0.0,12.0,14630.104852941175,17.967210198415106,4.352427493056144,12.0,0.0,297.91045833333334,,37.879404596502326,27.01274538838138,39.121154347792015
장위1동,0.7,20319.0924,1116.1132,4176.9391,11139.1169,3886.9232,1102.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,7.0,29027.27485714286,19.129413477149203,5.423470587692194,7.0,0.0,555.2747428571429,,49.71563118881802,41.91003118821058,52.86903338023751
장위2동,0.67,14936.3505,732.3129,3464.454,7722.6734,3016.9102,680.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,22293.060447761192,20.198442718654732,4.552651599867049,3.0,0.0,1005.6367333333333,,41.81504618378442,29.271259952863343,43.06974421056519
장위3동,0.65,10032.0635,559.1542,2236.9988000000003,5496.0222,1739.8883,608.0,0.0,0.0,1.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,8.0,15433.943846153847,17.343274392152722,6.060567698759084,8.0,0.0,217.4860375,,26.426795625745925,27.376251055612915,29.233422659862764
성북동,2.86,17718.9405,1232.9646,4218.9275,9057.8576,3209.1908,529.0,1.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,8.0,6195.433741258742,18.111640478729527,2.9855058207345975,8.0,0.0,401.14885,,30.874086186937152,13.526881229307557,29.90564089506971
삼선동,0.92,26394.4857,1976.5867,8817.3064,12129.795,3470.7976,808.0,0.0,0.0,1.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,10.0,28689.65836956522,13.149707251162694,3.061245478255331,10.0,0.0,347.07975999999996,,39.45805326522307,31.78907960391676,41.599286938430104
동선동,0.73,22569.64,2304.2772,9693.3078,8190.7998,2381.2552,501.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,1.0,0.0,9.0,30917.31506849315,10.550700853004303,2.2197961509355046,8.0,1.0,297.6569,501.0,30.881612960328116,26.48389463105387,32.90602082920607
종암동,1.46,38093.9278,2966.7781,10554.6142,18061.281,6511.2545,1540.0,3.0,1.0,1.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,24.0,26091.731369863013,17.092630967815296,4.0426390475807015,24.0,0.0,271.30227083333335,,61.35283412046011,43.77544431286339,63.43250034570629
석관동,1.73,25753.5632,1344.7698,6683.6139,12699.365199999998,5025.8143,1733.0,1.0,0.0,1.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,11.0,14886.452716763006,19.515025012150552,6.729165927610358,11.0,0.0,456.8922090909091,,48.78807556202605,46.00239413344673,53.0069905897717
번1동,0.66,16906.8519,732.6599,5285.1027,7953.3068,2935.7825,856.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,7.0,25616.442272727272,17.36445387565026,5.063036010861371,7.0,0.0,419.3975,,39.70965535656633,35.191117220114116,42.60442474617627
번2동,0.95,10364.5161,492.9858,2075.0163,5272.3911,2524.1229,1293.0,0.0,0.0,0.0,0.0,2.0,9.0,0.0,0.0,0.0,0.0,11.0,10910.016947368422,24.353504550009813,12.475256804319113,11.0,0.0,229.46571818181818,,37.35435345320245,49.77288216290409,43.92291538305716
번3동,1.1,13353.9816,605.6157000000001,2364.619,6815.9296,3567.8173,1934.0,0.0,0.0,1.0,0.0,1.0,12.0,0.0,0.0,0.0,0.0,14.0,12139.983272727271,26.71725487475586,14.482571999350366,14.0,0.0,254.84409285714287,,47.39222698292498,65.0161895503751,56.18492962476895
수유1동,1.67,16396.4298,788.8199,4240.9635,7836.729500000001,3529.9169,1221.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,6.0,9818.22143712575,21.528570201300774,7.446743070860462,6.0,0.0,588.3194833333333,,39.25877540866993,36.588380010590825,42.534695356599265
수유2동,0.57,15330.9983,684.0002999999999,3311.8432999999995,7709.0533,3626.1014,1112.0,0.0,0.0,0.0,0.0,2.0,8.0,0.0,0.0,0.0,0.0,10.0,26896.488245614037,23.652089244573197,7.2532784769795455,10.0,0.0,362.61014,,52.574655428834006,44.90957226980636,56.051438907394235
수유3동,0.72,24358.4897,1174.9698,8382.7064,10936.570699999998,3864.2428,1147.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,4.0,33831.23569444444,15.864049239473168,4.708830531475849,4.0,0.0,966.0607,,48.293536774636316,43.927220780714016,52.09691225233237
삼양동,0.91,20448.5205,1150.9241,4187.2244,10837.4625,4272.9095,1349.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,22470.901648351646,20.895934745010038,6.597054295444016,2.0,0.0,2136.45475,,50.42322236592048,44.38905659678572,54.057928642684594
미아동,0.93,19716.0231,959.5556,5653.5852,9107.1115,3995.7708,1107.0,6.0,0.0,1.0,1.0,1.0,47.0,0.0,0.0,0.0,0.0,56.0,21200.024838709676,20.266616547025652,5.614722575568498,56.0,0.0,71.35305,,47.19965376071539,37.63171495155569,49.689845093027614
송중동,1.01,27969.7288,1441.0731999999998,6423.4044,14207.7859,5897.4653,1393.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,27692.800792079208,21.08517155160975,4.980384364685008,1.0,0.0,5897.4653,,63.59888736510179,44.6015175352415,65.57899750430155
송천동,0.9,21952.1994,1147.7460999999998,4222.2652,11427.9742,5154.2139,1390.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,24391.33266666667,23.479259668167916,6.33193956866117,2.0,0.0,2577.10695,,60.158465600381426,45.598909914120185,62.81389733297485
삼각산동,0.62,19476.1322,1494.6783,3179.348,11386.2769,3415.829,1232.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,31413.116451612903,17.538538786463977,6.325691299220078,1.0,0.0,3415.829,,46.2567048363844,47.43120819310815,51.13307967582031
우이동,10.28,16217.2091,807.0778,3451.2497000000003,8298.5227,3660.3589,1052.0,1.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,8.0,1577.5495233463037,22.57083125357248,6.4869361522877576,8.0,0.0,457.5448625,,36.510839540586765,26.749354728894716,37.86869377456391
인수동,3.28,24614.1467,1228.4367,4913.8987,12303.7972,6168.0141,1724.0,0.0,0.0,1.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0,10.0,7504.313018292683,25.058817497012804,7.004102238490355,10.0,0.0,616.80141,,58.35834876950601,41.96905629305646,60.407837588509246
쌍문1동,1.24,16253.5873,1044.2567,3939.1229,7817.0824,3453.1253,1139.0,0.0,0.0,1.0,0.0,1.0,11.0,0.0,0.0,0.0,0.0,13.0,13107.731693548387,21.245311796491844,7.00768377452281,13.0,0.0,265.62502307692307,,40.37289279048137,36.33425585246983,43.4460336291015
쌍문2동,0.54,16372.0823,843.3101,3319.0474,8430.28,3779.4448,905.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,7.0,30318.670925925922,23.0846921652721,5.527702484124454,7.0,0.0,539.9206857142857,,54.806059839852544,39.881642947034074,56.832565114172674
쌍문3동,0.5,15591.9443,944.445,3682.9017,7692.3868,3272.2108,818.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,31183.8886,20.9865475212094,5.246298885251918,5.0,0.0,654.44216,,49.59327553574836,38.42399344058786,51.95702079142659
쌍문4동,0.52,12022.6897,794.5214000000001,1907.6118,6493.4709,2827.0856,634.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,11.0,23120.557115384618,23.514585093217534,5.273362415732978,11.0,0.0,257.0077818181818,,45.32728020747632,30.698169296070937,46.45752612264191
방학1동,0.69,20823.1876,1155.8513,4186.347400000001,10870.3843,4610.6046,1456.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,12.0,30178.532753623193,22.141684974302393,6.992205170355378,12.0,0.0,384.21705,,58.58138047014251,51.6603749072384,62.841290341057274
방학2동,0.74,10242.8889,466.3143,1718.8156,5298.9359,2758.8231,1249.0,0.0,0.0,2.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,8.0,13841.741756756757,26.934033229629193,12.193825513425221,8.0,0.0,344.8528875,,43.756245796053705,50.24645067902396,49.60642928795994
방학3동,2.62,18065.0494,1243.359,2712.9383,9272.5618,4836.1903,1031.0,0.0,0.0,0.0,0.0,1.0,18.0,0.0,0.0,0.0,0.0,19.0,6895.057022900763,26.77097744332767,5.707152951378035,19.0,0.0,254.53633157894737,,52.07122873196042,27.909632734224875,51.68512974933963
창1동,0.88,17956.2205,977.2754,3824.9532,9316.8348,3837.1571,957.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,8.0,20404.79602272727,21.36951425830397,5.329629361590876,8.0,0.0,479.6446375,,47.15777185234369,34.17274489407814,48.85415476101415
창2동,1.05,33658.0618,2252.3057,8426.126,16542.8266,6436.8035,1309.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,9.0,32055.296952380955,19.12410624904135,3.889112830614625,9.0,0.0,715.2003888888889,,66.97169776178681,43.4943272698614,68.2598591139738
창3동,0.67,9806.5756,549.9333,1834.9598,5217.831,2203.8515,779.0,0.0,0.0,1.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,8.0,14636.679999999998,22.473201552639846,7.943649565093853,8.0,0.0,275.4814375,,35.23601915103265,33.809169289767425,38.38994403065509
창4동,0.95,25194.8629,1504.5369999999998,5034.0455,13494.3471,5161.9333,934.0,0.0,0.0,1.0,1.0,1.0,9.0,0.0,0.0,0.0,0.0,12.0,26520.908315789475,20.48803885334895,3.7071049114539933,12.0,0.0,430.1611083333333,,57.691372742192875,33.88012475793958,57.95808993712511
창5동,0.7,14267.6208,908.5852,3101.1334,7327.8468,2930.0554,996.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,14.0,20382.31542857143,20.536398051734036,6.9808415429712,14.0,0.0,209.28967142857144,,40.588300556577835,38.50715794324909,44.13565518714301
도봉1동,8.72,15467.9043,546.7842,2711.8687,7759.751,4449.5004,1441.0,0.0,0.0,1.0,0.0,2.0,10.0,0.0,0.0,0.0,0.0,13.0,1773.842236238532,28.766019712185575,9.316064878937738,13.0,0.0,342.26926153846154,,49.22111282293125,39.31549621848068,51.83896997430641
도봉2동,0.83,16732.2813,830.9294,2797.4705000000004,8614.265599999999,4489.6158,1457.0,0.0,0.0,0.0,0.0,1.0,13.0,0.0,0.0,0.0,0.0,14.0,20159.375060240964,26.83206025229805,8.707718773530303,14.0,0.0,320.68684285714284,,57.85526382691309,49.43441064937527,61.69473695598451
월계1동,1.16,19060.6086,1591.5479,6390.324199999999,7925.5043,3153.2322,937.0,0.0,0.0,1.0,0.0,1.0,16.0,0.0,0.0,0.0,0.0,18.0,16431.559137931035,16.543187398538787,4.9158975962603835,18.0,0.0,175.17956666666666,,34.586427172000604,30.49345886087245,37.058225268129505
월계2동,1.94,17686.357,1279.0749,3128.5472,9193.8274,4084.9075,2135.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,17.0,9116.678865979382,23.096375924109186,12.071451458318974,17.0,0.0,240.28867647058823,,44.18979837523093,60.817013175651695,52.42633805408841
월계3동,1.17,21800.5354,1134.4442,4459.740600000001,11538.4164,4667.9342,1852.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,12.0,18632.93623931624,21.4120163305714,8.495204204938931,12.0,0.0,388.99451666666664,,51.21132311095948,54.14388483424999,56.99805828874307
공릉2동,6.82,45245.8031,5324.5153,14121.5415,19519.872000000003,6279.8743,1338.0,0.0,0.0,1.0,0.0,1.0,24.0,0.0,0.0,0.0,0.0,26.0,6634.28197947214,13.879462557268656,2.95718035337514,26.0,0.0,241.53362692307695,,44.44255202626289,26.276372240597844,44.66550500659825
하계1동,1.55,22289.0401,2038.8527,5011.095300000001,10779.1636,4459.9285,1925.0,0.0,0.0,1.0,0.0,2.0,11.0,0.0,0.0,0.0,0.0,14.0,14380.02587096774,20.009513554601217,8.63653163780705,14.0,0.0,318.5663214285714,,45.67741845984609,52.99397348095652,51.9140217484638
하계2동,0.51,14242.1718,1119.373,2737.2563,8074.060799999999,2311.4817,963.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,7.0,27925.82705882353,16.22984003043693,6.761609209067398,7.0,0.0,330.2116714285714,,35.85037782887469,42.11422732532933,40.84381588670979
중계본동,1.97,16077.9566,2202.4514,2423.8847,9321.367300000002,2130.2532,683.0,0.0,0.0,0.0,0.0,2.0,15.0,0.0,0.0,0.0,0.0,17.0,8161.399289340101,13.24952699524018,4.248052268035106,17.0,0.0,125.30901176470589,,19.357106187447513,19.980187557862347,21.368961134499944
중계1동,0.63,23657.8187,3426.0304,3392.4175,13742.9216,3096.4492,683.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,9.0,37552.09317460317,13.088481399174812,2.8869948183346255,9.0,0.0,344.0499111111111,,42.327243106394214,34.878517678776504,44.81131505063528
중계4동,1.7,13494.2776,931.5519,2543.8169000000003,7006.4677,3012.4411,1427.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,14.0,7937.8103529411765,22.323841181390844,10.574852854664856,14.0,0.0,215.1743642857143,,36.01178756466273,45.72382631764189,41.81838250735176
상계1동,5.62,31308.9262,1755.1361,5630.255499999999,16033.7112,7889.8234,1880.0,2.0,0.0,2.0,1.0,1.0,26.0,0.0,0.0,3.0,2.0,37.0,5570.983309608541,25.199916948924294,6.0046773498095884,32.0,5.0,246.55698125,376.0,67.85022719243425,40.939407660737174,68.43445422239547
상계2동,0.61,22754.02,1819.466,5607.6244,10978.0773,4348.8523,864.0,6.0,0.0,1.0,0.0,4.0,13.0,0.0,0.0,1.0,0.0,25.0,37301.67213114754,19.112457051545174,3.797131232195454,24.0,1.0,181.20217916666664,864.0,57.37111536760324,39.595390310679235,58.999803579000464
상계5동,1.01,17100.1749,1007.0756,3190.6317,8892.9679,4009.4997,1293.0,3.0,0.0,0.0,0.0,1.0,10.0,0.0,0.0,4.0,1.0,19.0,16930.866237623763,23.44712684780785,7.5613261709972335,14.0,5.0,286.3928357142857,258.6,48.775448959480315,42.31682171931042,52.14441431779068
상계8동,0.67,20316.1003,1181.4292,4704.6109,10904.8146,3525.2456,726.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,4.0,0.0,8.0,30322.537761194024,17.351979700553066,3.5735204555964915,4.0,4.0,881.3114,181.5,46.04371974140233,32.678007115437154,47.538784128618275
상계9동,0.81,11217.74,791.5772999999999,2193.7472,6041.9054,2190.5101,713.0,6.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,10.0,13849.061728395061,19.527196208862037,6.356003972279621,10.0,0.0,219.05101,,30.980161940557878,28.7044829737929,33.50491240228143
상계10동,0.8,11029.666,652.3625999999999,2392.626,5825.4772,2159.2002,557.0,2.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,9.0,13787.082499999999,19.57629723329791,5.050016927076487,8.0,1.0,269.900025,557.0,30.815442143416217,23.286714010937846,32.109670921120866
